1 , 0
0.707107 , 0
6.12323e-17 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-1.83697e-16 , 0
0.707107 , 0
1 , 0
0.707107 , 0
3.06162e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-4.28626e-16 , 0
0.707107 , 0
1 , 0
0.707107 , 0
5.51091e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-2.44991e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
-9.80336e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-2.69484e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
-7.35407e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-2.93977e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
-4.90478e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-3.1847e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
-2.45548e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-3.42963e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
-6.18981e-19 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-3.67456e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
2.4431e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-3.91949e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
4.8924e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-4.16442e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
7.8396e-15 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-4.40935e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
9.79098e-16 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
2.45115e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
8.32946e-15 , 0
-0.707107 , 0
-1 , 0
-0.707107 , 0
-4.89921e-15 , 0
0.707107 , 0
1 , 0
0.707107 , 0
